name_rus;name_eng;city_rus;city_eng;gmt_offset;country_rus;phone;email;website
Уэльс;Wales;Уэльс;Wales;+9.0;США;;;
Вабаг;Wabag;Вабаг;Wabag;;Папуа - Новая Гвинея;;;
Вака;Waca;Вака;Waca;-3.0;Эфиопия;;;
Андриамена;Andriamena;Андриамена;Andriamena;-3.0;Мадагаскар;;;
Вади-ад-Давасир;Wadi Ad Dawasir;Вади-ад-Давасир;Wadi Ad Dawasir;-3.0;Саудовская Аравия;;;
Вана;Wana;Вана;Wana;-5.0;Пакистан;;;
Вангануи;Wanganui;Вангануи;Wanganui;-12.0;Новая Зеландия;;;
;Wahpeton;;Wahpeton;+6.0;США;;;
Антсохиху;Antsohihy;Антсохиху;Antsohihy;+3.0;Мадагаскар;;;
Вавой-Фоллз;Wawoi Falls;Вавой-Фоллз;Wawoi Falls;-10.0;Папуа - Новая Гвинея;;;
Анказоабо;Ankazoabo;Анказоабо;Ankazoabo;-3.0;Мадагаскар;;;
;Wallops Flight Center;;Chincoteague;-5.0;США;;;
Амбатондразака;Ambatondrazaka;Амбатондразака;Ambatondrazaka;-3.0;Мадагаскар;;;
Вейверни;Waverney;Вейверни;Waverney;-10.0;Австралия;;;
Вабо;Wabo;Вабо;Wabo;-10.0;Папуа - Новая Гвинея;;;
Альто-Палена;Alto Palena;Альто-Палена;Alto Palena;+4.0;Чили;;;
Антсалова;Antsalova;Антсалова;Antsalova;-3.0;Мадагаскар;;;
Варис;Waris;Варис;Waris;-9.0;Индонезия;;;
Уотерфорд;Waterford;Вотерфорд;Waterford;+0.0;Ирландия;35351875589;watapt@eircom.net;http://www.flywaterford.com
;Wauchope;;Wauchope;-10.0;Австралия;;;
;Kalkgurung;;Wave Hill;-9.5;Австралия;;;
;Frederic Chopin;Варшава;Warsaw;+1.0;Польша;+48 (22) 650 42 20;;http://www.lotnisko-chopina.pl/
;Zwara;;Zwara;+6.0;США;;;
;Greene County;;Waynesburg;-5.0;США;;;http://www.co.greene.pa.us/secured/gc/depts/rec/air/index.htm
;Warwick;;Warwick;-10.0;Австралия;;;
;Wahai;;Wahai;-10.0;Австралия;;;
;Stebbins;;Stebbins;+9.0;США;;;
;Wapolu;;Wapolu;+0.0;Папуа - Новая Гвинея;;;
Бефандриана;Befandriana;Бефандриана;Befandriana;-3.0;Мадагаскар;;;
Беаланана;Bealanana;Беаланана;Bealanana;-3.0;Мадагаскар;;;
;Schleswig-jagel;;Schleswig-jagel;+1.0;Германия;;;
;Broker Inn;;Boulder;+9.0;Австралия;;;
Вапенаманда;Wapenamanda;Вапенаманда;Wapenamanda;-10.0;Папуа - Новая Гвинея;;;
;Cummings Park;;Woburn;-5.0;США;;;
Беророха;Beroroha;Беророха;Beroroha;-3.0;Мадагаскар;;;
;Beaver;;Beaver;-9.0;США;;;
;Big Rapids;;Big Rapids;-5.0;США;;;
;Municipal;;Boulder;-7.0;США;;;
;Wilkes-Barre/Wyoming Valley;;Wilkes-Barre, PA;-5.0;США;;;
Гамбоа;Gamboa;Кастро;Castro;-3.0;Чили;;;
Чайтен;Chaiten;Чайтен;Chaiten;+4.0;Чили;;;
;Chandalar;;Chandalar;-9.0;США;;;
Вади-Эйн;Wadi Ain;Вади-Эйн;Wadi Ain;-3.0;Йемен;;;
;Deep Bay;;Deep Bay;-9.0;США;;;
;Enid Woodring Mun.;;Enid;-6.0;США;;;
Вондай;Wondai;Вондай;Wondai;+10.0;Австралия;;;
;Waldron Island;;Waldron Island;;Китай;;;
;Winder;;Winder;-5.0;США;;;
;Kodiak Fss;;Kodiak;-9.0;США;;;
;Parker County;;Weatherford;+6.0;США;;;
Ведау;Wedau;Ведау;Wedau;-10.0;Папуа - Новая Гвинея;;;
Вейфан;Weifang;Вэйфан;Weifang;+0.0;Китай;;;
Вейхай;Weihai;Вейхай;Weihai;+8.0;Китай;;;
;Weipa;;Weipa;-10.0;Австралия;;;
Велком;Welkom;Велком;Welkom;-2.0;ЮАР;;;
;West Malling;;West Malling;+0.0;Великобритания;;;
Вим;Weam;Вим;Weam;-10.0;Папуа - Новая Гвинея;;;
Висуа;Weasua;Висуа;Weasua;+0.0;Либерия;;;
Вагете;Wagethe;Вагете;Wagethe;-9.0;Индонезия;;;
;Wee Waa;;Wee Waa;-10.0;Австралия;;;
;Castlebridge;Уэксфорд;Wexford;+0.0;Ирландия;;;
;Waterfront SPB;;Ketchikan;-9.0;США;;;
;Woodford;Вудфорд;Woodford;+0.0;Великобритания;;;
Фианаранцоа;Fianarantsoa;Фианаранцоа;Fianarantsoa;+3.0;Мадагаскар;;;
;Frenchville;;Frenchville;-5.0;США;;;
;Forrest Hill;Вагга-Вагга;Wagga Wagga;-10.0;Австралия;;;
Бахавалнагар;Bahawalnagar;Бахавалнагар;Bahawalnagar;-5.0;Пакистан;;;
;Warangal;;Warangal;+5.5;Индия;;;
;Walgett;;Walgett;-10.0;Австралия;;;
;Off Line Point;;Manama;+2.0;Лесото;;;
Вайтанги;Waitangi;Вайтанги;Waitangi;-12.0;Новая Зеландия;;;
;Municipal;;Winchester;-5.0;США;;;
Ваингапу;Waingapu;Ваингапу;Waingapu;-8.0;Индонезия;;;
;Wangaratta;;Wangaratta;-10.0;Австралия;;;
;Wagau;;Wagau;-10.0;Папуа - Новая Гвинея;;;
Вагни;Wagny;Вагни;Wagny;-1.0;Габон;;;
;Off Line Point;;Manly;+0.0;Австралия;;;
;SPB;;Hyder;-9.0;США;;;
Вади-Халфа;Wadi Halfa;Вади-Халфа;Wadi Halfa;+0.0;Судан;;;
;Hiltons Har H;;Boulder;+9.0;Австралия;;;
Вакатане;Whakatane;Вакатане;Whakatane;-12.0;Новая Зеландия;;;
;Welshpool;;Welshpool;-10.0;Австралия;;;
Франц Йозеф;Franz Josef;Франц-Джозеф;Franz Josef;-12.0;Новая Зеландия;;;
;Whiteman;Лос Анджелес;Los Angeles;-8.0;США;;;
Волсей;Whalsay;Волсей;Whalsay;+0.0;Великобритания;;;
;Wharton;;Wharton;+6.0;США;;;
Вуху;Wuhu;Вуху;Wuhu;;Демократическая республика Конго;;;
Вик;Wick;Вик;Wick;+0.0;Великобритания;;;
Вильденрат;Wildenrath;Вильденрат;Wildenrath;-1.0;Германия;;;
;Air Base;Висбаден;Wiesbaden;+1.0;Германия;;;
Сурфдейл;Surfdale;Сурфдейл;Surfdale;-12.0;Новая Зеландия;;;
;Wilson;Найроби;Nairobi;+3.0;Кения;;;
;Winton;;Winton;-10.0;Австралия;;;
;Wilcannia;;Wilcannia;-10.0;Австралия;;;
;Wairoa;;Wairoa;+0.0;Новая Зеландия;;;
;Wittenoom;;Wittenoom;-8.0;Австралия;;;
Виту;Witu;Виту;Witu;-10.0;Папуа - Новая Гвинея;;;
Воджа;Woja;Воджа;Woja;-12.0;Маршалловы острова;;;
;William J Fox;;Lancaster;-8.0;США;;;
Ваджир;Wajir;Ваджир;Wajir;-3.0;Кения;;;
;WonJu;;WonJu;+9.0;Южная Корея;;;
Ванака;Wanaka;Ванака;Wanaka;-12.0;Новая Зеландия;;;
;Warracknabeal;;Warracknabeal;-10.0;Австралия;;;
;Waterkloof AFB;;Waterkloof;+2.0;ЮАР;;;
;Hwange;;Hwange;+2.0;Зимбабве;;;
;Hokkaido;;Wakkanai;-9.0;Япония;;;
;Aleknagik;;Aleknagik;-9.0;США;;;
;Waikoloa Airport;;Waikoloa;+10.0;США;;;
Вакунай;Wakunai;Вакунай;Wakunai;-10.0;Папуа - Новая Гвинея;;;
Валлал;Wallal;Валлал;Wallal;-8.0;Австралия;;;
;Labouchere Bay;;Labouchere Bay;+9.0;США;;;
Валха;Walcha;Валха;Walcha;-10.0;Австралия;;;
;Arkansas City;;Winfield;-6.0;США;;;
;Wellington International;Уеллингтон;Wellington;+12.0;Новая Зеландия;+64 4 385 5100;mail@wellingtonairport.co.nz;
Валаха;Walaha;Валаха;Walaha;-11.0;Вануату;;;
;Selawik;;Selawik;+9.0;США;;;
Воллогорэнг;Wollogorang;Воллогорэнг;Wollogorang;-9.5;Австралия;;;
;Waltham;;Waltham;+5.0;США;;;
;Little Naukati;;Little Naukati;+9.0;США;;;
Ватерло;Waterloo;Ватерло;Waterloo;-9.5;Австралия;;;
;Loring;;Loring;-9.0;США;;;
;Wallis Island;;Wallis Island;-12.0;Острова Уоллис и Футуна;;;
;Glenn County;;Willows;-8.0;США;;;
Мандритсара;Mandritsara;Мандритсара;Mandritsara;-3.0;Мадагаскар;;;
Варранамбул;Warrnambool;Варранамбул;Warrnambool;-10.0;Австралия;;;
;Winnemucca;;Winnemucca;-8.0;США;;;
Мандабе;Mandabe;Мандабе;Mandabe;-3.0;Мадагаскар;;;
;Mount Keith;;Mount Keith;+8.0;Австралия;;;
;Mountain Home;;Mountain Home;-7.0;США;;;
;SPB;;Meyers Chuck;-9.0;США;;;
Малаимбанди;Malaimbandy;Малаимбанди;Malaimbandy;-3.0;Мадагаскар;;;
Мароантсера;Maroantsetra;Мароантсера;Maroantsetra;-3.0;Мадагаскар;;;
;White Mountain;;White Mountain;+9.0;США;;;
Мампикони;Mampikony;Мампикони;Mampikony;+0.0;Мадагаскар;;;
Мананара;Mananara;Мананара;Mananara;+3.0;Мадагаскар;;;
Мадировало;Madirovalo;Мадировало;Madirovalo;-3.0;Мадагаскар;;;
Вамена;Wamena;Вамена;Wamena;-9.0;Индонезия;;;
;Napakiak SPB;;Napakiak;-9.0;США;;;
;Nichen Cove SPB;;Tuxekan Island;+0.0;США;;;
;Windarra;;Windarra;-8.0;Австралия;;;
Вора-На-Йе;Wora Na Ye;Вора-На-Йе;Wora Na Ye;-1.0;Габон;;;
;Wunnummin Lake;;Wunnummin Lake;-5.0;Канада;;;
Нага;Naga;Нага;Naga;+8.0;Филиппины;;;
;Windorah;;Windorah;-10.0;Австралия;;;
;Nawabshah;;Nawabshah;+5.0;Пакистан;;;
Ванума;Wanuma;Ванума;Wanuma;-10.0;Папуа - Новая Гвинея;;;
Венчжоу;Wenzhou;Венчжоу;Wenzhou;+8.0;Китай;;;
Воненара;Wonenara;Воненара;Wonenara;-10.0;Папуа - Новая Гвинея;;;
;Woodbridge RAF;;Suttonheath;+0.0;Великобритания;;;
;Wood River;;Wood River;-9.0;США;;;
Вонсдрехт;Woensdrecht;Вонсдрехт;Woensdrecht;+1.0;Нидерланды;;;
;Woodgreen;;Woodgreen;-9.5;Австралия;;;
Вологисси;Wologissi;Вологисси;Wologissi;+0.0;Либерия;;;
Вонкен;Wonken;Вонкен;Wonken;+4.0;Венесуэла;;;
Воллонгонг;Wollongong;Воллонгонг;Wollongong;+11.0;Австралия;;;
Вондула;Wondoola;Вондула;Wondoola;-10.0;Австралия;;;
;Woodchopper;;Woodchopper;-9.0;США;;;
;Moramba;;Ankorefo;+3.0;Мадагаскар;;;
Вонань;Wonan;Вонань;Wonan;-8.0;Тайвань;;;
;Willow;;Willow;-9.0;США;;;
Пуэрто-Айсен;Puerto Aisen;Пуэрто-Айсен;Puerto Aisen;+4.0;Чили;;;
Порт-Бердж;Port Berge;Порт-Бердж;Port Berge;-3.0;Мадагаскар;;;
;Pincher Creek;;Pincher Creek;+7.0;Канада;;;
;Wrotham Park;;Wrotham Park;-10.0;Австралия;;;
;Powell Lake;;Powell Lake;+8.0;Канада;;;
Випим;Wipim;Випим;Wipim;-10.0;Папуа - Новая Гвинея;;;
;North Fork Valley;;Paonia;+7.0;США;;;
Порвенир;Porvenir;Порвенир;Porvenir;+4.0;Чили;;;
Пуэрто-Вильямс;Puerto Williams;Пуэрто-Вильямс;Puerto Williams;+4.0;Чили;;;
Уордер;Warder;Уордер;Warder;-3.0;Эфиопия;;;
;Robins AFB;Макон;Macon;-5.0;США;;;
Вангарей;Whangarei;Вангарей;Whangarei;-12.0;Новая Зеландия;;;
;Wrangell SPB;;Wrangell;-9.0;США;;;
;Wrench Creek;;Wrench Creek;+0.0;США;;;
;Mc Guire Afb;;Wrightstown, New Jersey;-5.0;США;;;
;Worland;;Worland, WY;-7.0;США;;;
;Copernicus Airport;Вроцлав;Wroclaw;+1.0;Польша;48713581100;airport@airport.wroclaw.pl;http://www.airport.wroclaw.pl/en/index.php
;Warrawagine;;Warrawagine;-8.0;Австралия;;;
Вестрей;Westray;Вестрей;Westray;+0.0;Великобритания;;;
;Wirawila;;Wirawila;+6.0;Шри-Ланка;;;
Васуа;Wasua;Васуа;Wasua;-10.0;Папуа - Новая Гвинея;;;
;SPB;;Steamboat Bay;+9.0;США;;;
;Condron AAF;;White Sands;+0.0;США;;;
;Sarichef;;Sarichef;;Алжир;;;
;County;;Washington;+5.0;США;;;
;Brookhaven;;Shirley;+5.0;США;;;
;San Juan SPB;Сан Хуан;San Juan;;США;;;
;Wiseman;;Wiseman;-9.0;США;;;
;South Naknek;;South Naknek;+9.0;США;;;
Вашабо;Washabo;Вашабо;Washabo;+3.0;Суринам;;;
;Waspam;;Waspam;+6.0;Никарагуа;;;
Васиор;Wasior;Васиор;Wasior;-9.0;Индонезия;;;
;Westerly State;;Westerly;+5.0;США;;;
Васу;Wasu;Васу;Wasu;-10.0;Папуа - Новая Гвинея;;;
;Westsound;;Westsound;+8.0;США;;;
;Whitsunday Airstrip;Эйрли Бич;Airlie Beach;+10.0;Австралия;;;
Уестпорт;Westport;Вестпорт;Westport;-12.0;Новая Зеландия;;;
Тамбохорано;Tambohorano;Тамбохорано;Tambohorano;+3.0;Мадагаскар;;;
;World Trade Center;Нью-Йорк;New York;-5.0;США;;;
Вест-Энд;West End;Вест-Энд;West End;+5.0;Багамские острова;;;
;Wotje Island;;Wotje Island;+12.0;Маршалловы острова;;;
;Noatak;;Noatak;-9.0;США;;;
;Tuntutuliak;;Tuntutuliak;-9.0;США;;;
;RAF Station;;Waddington;+0.0;Великобритания;;;
;Wotho Island;;Wotho Island;-12.0;Маршалловы острова;;;
Войтапе;Woitape;Войтапе;Woitape;-10.0;Папуа - Новая Гвинея;;;
;White River;;White River;-5.0;США;;;
Тсироаномандиди;Tsiroanomandidy;Тсироаномандиди;Tsiroanomandidy;+0.0;Мадагаскар;;;
Вантоат;Wantoat;Вантоат;Wantoat;-10.0;Папуа - Новая Гвинея;;;
;Whitianga;;Whitianga;-12.0;Новая Зеландия;;;
;Wu Hai;;Wu Hai;+0.0;Китай;;;
;Wudinna;;Wudinna;-9.5;Австралия;;;
Вау;Wau;Вау;Wau;;Папуа - Новая Гвинея;;;
;Tianhe International;Вухан;Wuhan;+8.0;Китай;;;
;Off Line Point;;Hammersmith;+0.0;Великобритания;;;
;Wasum;;Wasum;+0.0;Папуа - Новая Гвинея;;;
;Wiluna;;Wiluna;-8.0;Австралия;;;
Вуйшань;Wuyishan;Вуйшань;Wuyishan;+0.0;Китай;;;
Вау;Wau;Вау;Wau;-10.0;Судан;;;
;Wuvulu Is;;Wuvulu Is;-10.0;Папуа - Новая Гвинея;;;
Вуси;Wuxi;Вуси;Wuxi;+8.0;Китай;;;
;Changzhoudao;Вучжоу;Wuzhou;-8.0;Китай;;;
;Rooikop;Волвис-Бей;Walvis Bay;+1.0;Намибия;;;
;Watsonville;;Watsonville;+8.0;США;831-728-6075;;
Манакара;Manakara;Манакара;Manakara;+3.0;Мадагаскар;;;
;Robert Lafleur;Уотервилл;Waterville;+5.0;США;;;
;Wilhelmshaven;;Wilhelmshaven;-1.0;Германия;;;
;Wasilla;;Wasilla;+9.0;США;;;
;Cape May County;;Wildwood;-5.0;США;;;
;Al Koude;;Al Koude;+3.0;Судан;;;
;Woodie Woodie;;Woodie Woodie;+8.0;Австралия;;;
;Boram;Вевак;Wewak;-10.0;Папуа - Новая Гвинея;;;
;Whale Pass;;Whale Pass;+9.0;США;;;
;West Woodward;;Woodward;-6.0;США;;;
;USAF Heliport;;Wildwood;+0.0;Великобритания;;;
;Newtok;;Newtok;-9.0;США;;;
;West Wyalong;;West Wyalong;-10.0;Австралия;;;
;Weathersfield Raf;;Braintree;+0.0;Великобритания;;;
;Wanxian;;Wanxian;-8.0;Китай;;;
Вайалла;Whyalla;Вайалла;Whyalla;-9.5;Австралия;;;
;SPB;;Yes Bay;-9.0;США;;;
Енгема;Yengema;Енгема;Yengema;+0.0;Сьерра-Леоне;;;
;Wyndham;;Wyndham;+9.0;Австралия;;;
Йеллоустоун;Yellowstone;Уест Йеллоустоун;West Yellowstone;+7.0;США;;;
;Paradise Island Seaplane Base;;Nassau;-5.0;Багамские острова;;;
Алармос;Alamos;Аламос;Alamos;+7.0;Мексика;;;
;Aeroporto Municipal Chapeco;;Chapeco;+3.0;Бразилия;;;
Арибинда;Aribinda;Арибинда;Aribinda;+0.0;Буркина-Фасо;;;
Саул;Saul;Саул;Saul;+3.0;Французская Гвиана;;;
Ксейабери;Xayabury;Ксейабери;Xayabury;-7.0;Лаос;;;
;Blubber Bay;;Blubber Bay;-8.0;Канада;;;
;Bearskin Lake;;Bearskin Lake;+6.0;Канада;;;
Боганд;Bogande;Боганд;Bogande;+0.0;Буркина-Фасо;;;
Бирджанд;Birjand;Бирджанд;Birjand;+3.5;Иран;;;
Буно-Беделле;Buno Bedelle;Буно-Беделле;Buno Bedelle;-3.0;Эфиопия;;;
Бинигуни;Biniguni;Бинигуни;Biniguni;-10.0;Папуа - Новая Гвинея;;;
Булса;Boulsa;Булса;Boulsa;+0.0;Буркина-Фасо;;;
;Brockville;;Brockville;-5.0;Канада;;;
;Killineq;;Killineq;+5.0;Канада;;;
;Christmas Island;;Christmas Island;+7.0;Остров Рождества;;;
;Cluff Lake;;Cluff Lake;+6.0;Канада;;;
;Chatham;;Chatham;-5.0;Канада;;;
;Coron Airport;;Coron;+8.0;Филиппины;;;
;Colac;;Colac;-10.0;Австралия;;;
;Vatry International;;Chalons Sur Marne;+1.0;Франция;+ 33 (0)3 26 64 82 00;;http://www.vatry.com
;Lille Europe Rail Svc;Лилль;Lille;+1.0;Франция;;;
Диебугу;Diebougou;Диебугу;Diebougou;+0.0;Буркина-Фасо;;;
Джибо;Djibo;Джибо;Djibo;+0.0;Буркина-Фасо;;;
;C.de G. /TGV Rail Svc;Париж;Paris;+1.0;Франция;;;
;Pr. George Rail Stn;Принс Джордж;Prince George;+0.0;Великобритания;;;
;Pr. Rupert Rail Stn;Принц Руперт;Prince Rupert;+0.0;Великобритания;;;
;Sudbury Jct Rail Stn;;Sudbury;-5.0;Канада;;;
;Vancouver Rail Stn.;Ванкувер;Vancouver;+1.0;Франция;;;
Хайньчен;Xingcheng;Хайньчен;Xingcheng;-8.0;Китай;;;
;Harbour;;Oqatsut;+0.0;Гренландия;;;
;Harbour;;Tasiuasaq;+0.0;Гренландия;;;
;Municipal;;Lake Geneva;-6.0;США;;;
;Aerogare;Париж;Paris;+1.0;Франция;;;
;Lille Flanders Rail Sv;Лилль;Lille;+1.0;Франция;;;
Сянфань;Xiangfan;Сянфань;Xiangfan;-8.0;Китай;;;
;Finkenwerder;Гамбург;Hamburg;+1.0;Германия;;;
;Sainte-Foy Rail Svce.;Квебек;Quebec;-5.0;Канада;;;
;Charny;Квебек;Quebec;-5.0;Канада;;;
Гауа;Gaoua;Гауа;Gaoua;+0.0;Буркина-Фасо;;;
;Gare Montparnasse;Париж;Paris;+1.0;Франция;;;
;Gorom-Gorom;;Gorom-Gorom;+0.0;Буркина-Фасо;;;
;Granville Lake;;Granville Lake;-6.0;Канада;;;
Шангонго;Xangongo;Шангонго;Xangongo;-1.0;Ангола;;;
;Kangiqsualujjuaq;;Kangiqsualujjuaq;+5.0;Канада;;;
;Guillemins, Raiway Stn;Льеж;Liege;+1.0;Бельгия;;;
;Adelaide Keswick Rail;Аделаида;Adelaide;+10.5;Австралия;;;http://www.gsr.com.au
Хайчэн;Xichang;Хайчэн;Xichang;-8.0;Китай;;;
Ксьенглом;Xienglom;Ксьенглом;Xienglom;-7.0;Лаос;;;
;Municipal;Шингуэра;Xinguara;;Эфиопия;;;
;Khan Al Baghdadi;;Khan Al Baghdadi;+0.0;Ирак;;;
;Ahmed Al Jaber;;Ahmed Al Jaber;+3.0;Кувейт;;;
;Central Station;Милан;Milan;+1.0;Италия;;;
Хайлиньхот;Xilinhot;Хайлиньхот;Xilinhot;-8.0;Китай;;;
Хайньнин;Xingning;Хайньнин;Xingning;-8.0;Китай;;;
;Harbour;;Ilimanaq;-3.0;Гренландия;;;
;Porta Nuova Rail;Верона;Verona;+1.0;Италия;;;
Синьян;Xianyang;;Xi An;+8.0;Китай;;;
;Al Udeid AB;;Al Udeid;+3.0;Катар;;;
;Rialway Service;;Vojens;+1.0;Дания;;;
;Mangla;;Mangla;+5.0;Пакистан;;;
Канчари;Kantchari;Канчари;Kantchari;+0.0;Буркина-Фасо;;;
;Sandnes Rail St.;Сенднес;Sandnes;+1.0;Норвегия;;;
Ксьенг-Кхуанг;Xieng Khouang;Ксьенг-Кхуанг;Xieng Khouang;-7.0;Лаос;;;
;Kemano;;Kemano;+8.0;Канада;;;
;Kasabonika;;Kasabonika;+6.0;Канада;;;
Кайя;Kaya;Кайя;Kaya;+0.0;Буркина-Фасо;;;
;Lac Brochet;;Lac Brochet;-6.0;Канада;;;
;Leaf Bay;;Leaf Bay;+5.0;Канада;;;
;Quebec Stn. Rail Svce.;Квебек;Quebec;-5.0;Канада;;;
